Label 1,Label 2,Label 3,   Max Age (Ma)   ,   Min Age (Ma)   ,   MinDat ID   ,   Locality containing Mineral   ,   Dated Locality ID   ,   Dated Locality (Max Age)   ,   Reference (Max Age)   ,   Reference (Min Age)   ,   Query Minerals at Locality   ,   # of Query Minerals at Locality   ,   # of sublocalities with Query Minerals   ,   # of dated sublocalities   ,   Lat Deg   ,   Lat Min   ,   Lat Sec   ,   Lon Deg   ,   Lon Min   ,   Lon Sec   ,   Decimal Degree   
MD ,R,Y,200,100,229498,"Shaft 309, Niederschlema, Schlema, Schlema-Hartenstein District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,36,41,12,39,37,"50.611388888889,12.660277777778"
   ,R,Y,200,100,146109,"Schmiedeberg, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,49,38,13,38,45,"50.827222222222,13.645833333333"
MD ,R,Y,200,100,13149,"Sadisdorf, Schmiedeberg, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,49,38,13,38,46,"50.827222222222,13.646111111111"
   ,,Y,120,120,1848,"Schneeberg District, Erzgebirge, Saxony, Germany",1848,"Schneeberg District, Erzgebirge, Saxony, Germany","Förster H J, Rhede D, and Tischendorf G (2004) ","Förster H J, Rhede D, and Tischendorf G (2004) ",Acanthite,1,,,50,34,40,12,38,7,"50.577777777778,12.635277777778"
MD ,R,Y,200,100,56573,"König David Mine, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
   ,R,Y,200,100,22442,"Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,34,44,12,37,21,"50.578888888889,12.6225"
MD ,R,Y,200,100,72896,"Bergkappe Mine (Shaft 75), Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,Y,200,100,1897,"Daniel Mine (St. Daniel Mine), Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,Y,200,100,72893,"Priester Mine (Priester Und Leviten Mine), Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,34,37,12,37,46,"50.576944444444,12.629444444444"
MD ,R,Y,200,100,7033,"Rappold Mine, Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,Y,200,100,23721,"Sauschwart Mine, Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,34,52,12,37,26,"50.581111111111,12.623888888889"
MD ,R,Y,200,100,16381,"Weißer Hirsch Mine (Shaft 3), Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,35,17,12,38,14,"50.588055555556,12.637222222222"
MD ,R,Y,200,100,26031,"St Georg Mine, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,35,35,12,38,36,"50.593055555556,12.643333333333"
   ,R,Y,200,100,72895,"Türk Shaft (Shaft 83), Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,34,31,12,38,49,"50.575277777778,12.646944444444"
MD ,R,Y,200,100,72897,"Katharina Flacher Vein, Türk Shaft (Shaft 83), Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,Y,200,100,25994,"Wolfgang Maaßen Mine Field, Schneeberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,33,54,12,37,23,"50.565,12.623055555556"
   ,R,Y,200,100,6803,"Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,32,28,12,49,56,"50.541111111111,12.832222222222"
   ,R,Y,200,100,224239,"Elterlein, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,34,37,12,52,18,"50.576944444444,12.871666666667"
MD ,R,Y,200,100,224301,"St Barbara Mine, Elterlein, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,34,33,12,53,29,"50.575833333333,12.891388888889"
   ,R,Y,200,100,189750,"Langenberg, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,32,37,12,49,47,"50.543611111111,12.829722222222"
   ,R,Y,200,100,13182,"Graul, Langenberg, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,32,45,12,49,28,"50.545833333333,12.824444444444"
   ,R,Y,200,100,189753,"Gottes Geschick Vereinigt Feld Mine, Graul, Langenberg, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,32,42,12,49,6,"50.545,12.818333333333"
MD ,R,Y,200,100,15874,"Gottes Geschick Mine, Gottes Geschick Vereinigt Feld Mine, Graul, Langenberg, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,32,46,12,49,37,"50.546111111111,12.826944444444"
MD ,R,Y,200,100,189752,"St Catharina Mine, Gottes Geschick Vereinigt Feld Mine, Graul, Langenberg, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,32,38,12,49,48,"50.543888888889,12.83"
   ,R,Y,200,100,32452,"Pöhla, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,30,35,12,49,26,"50.509722222222,12.823888888889"
MD ,R,Y,200,100,1904,"Pöhla-Tellerhäuser Mine, Pöhla, Schwarzenberg District, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
   ,R,Y,200,100,33999,"Zschopau, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,50,44,51,13,4,12,"50.7475,13.07"
MD ,R,Y,200,100,1886,"Heilige Dreifaltigkeit Mine, Zschopau, Erzgebirge, Saxony, Germany",1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Seifert (2008),Seifert (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,13866,"Güte Gottes Mine, Scharfenberg, Meißen, Saxony, Germany",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,211879,"Unser Glück Mine, Taubenheim, Meißen, Saxony, Germany",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,16022,"Tirpersdorf, Oelsnitz, Vogtland, Saxony, Germany",,,,,Acanthite,1,,,50,26,14,12,15,9,"50.437222222222,12.2525"
   ,,O,296,207,22226,"Harz, Saxony-Anhalt, Germany",22226,"Harz, Saxony-Anhalt, Germany",Möller et al. (1984); Baumann et al. (1991),Bielicki and Tischendorf (1991),Acanthite,1,,,51,41,59,10,55,18,"51.699722222222,10.921666666667"
   ,,O,263,207,1821,"Neudorf, Harzgerode Mining District, Harz, Saxony-Anhalt, Germany",1821,"Neudorf, Harzgerode Mining District, Harz, Saxony-Anhalt, Germany",Bielicki and Tischendorf (1991),Bielicki and Tischendorf (1991),Acanthite,1,,,51,36,51,11,5,33,"51.614166666667,11.0925"
MD ,R,O,296,207,21613,"Meiseberg Mine, Neudorf, Harzgerode Mining District, Harz, Saxony-Anhalt, Germany",22226,"Harz, Saxony-Anhalt, Germany",Möller et al. (1984); Baumann et al. (1991),Bielicki and Tischendorf (1991),Acanthite,1,,,51,36,5,11,6,22,"51.601388888889,11.106111111111"
MD ,R,O,296,207,21614,"Pfaffenberg Mine, Neudorf, Harzgerode Mining District, Harz, Saxony-Anhalt, Germany",22226,"Harz, Saxony-Anhalt, Germany",Möller et al. (1984); Baumann et al. (1991),Bielicki and Tischendorf (1991),Acanthite,1,,,51,35,40,11,8,35,"51.594444444444,11.143055555556"
   ,,O,211,207,156280,"Stolberg, Harz, Saxony-Anhalt, Germany",156280,"Stolberg, Harz, Saxony-Anhalt, Germany",Jens et al. (2003),Jens et al. (2003),Acanthite,1,,,51,35,7,11,0,35,"51.585277777778,11.009722222222"
MD ,R,O,296,289,249413,"Silberner Nagel Mine, Stolberg, Harz, Saxony-Anhalt, Germany",22226,"Harz, Saxony-Anhalt, Germany",Möller et al. (1984); Baumann et al. (1991),Möller et al. (1984); Baumann et al. (1991),Acanthite,1,,,0,0,0,0,0,0,"0,0"
   ,R,O,296,289,228980,"Wolfsberg, Stolberg, Harz, Saxony-Anhalt, Germany",22226,"Harz, Saxony-Anhalt, Germany",Möller et al. (1984); Baumann et al. (1991),Möller et al. (1984); Baumann et al. (1991),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,O,296,289,1823,"Graf Jost-Christian Mine, Wolfsberg, Stolberg, Harz, Saxony-Anhalt, Germany",22226,"Harz, Saxony-Anhalt, Germany",Möller et al. (1984); Baumann et al. (1991),Möller et al. (1984); Baumann et al. (1991),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,Y,66,2.6,1837,"Mansfeld Basin, Saxony-Anhalt, Germany",5566,"Kamsdorf, Saalfeld, Thuringia, Germany",Kissin (1993),Kissin (1993),Acanthite,1,,,51,35,1,11,31,6,"51.583611111111,11.518333333333"
MD ,,,,,1917,"Tännig, Bad Lobenstein, Thuringia, Germany",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,29680,"Culmitzsch, Ronneburg U Deposit, Gera, Thuringia, Germany",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,O,350,350,759,"Cínovec / Zinnwald (Cinvald), Erzgebirge; Krusné Hory Mts, Saxony & Ústí Region (Bohemia; Böhmen; Boehmen), Germany & Czech Republic",759,"Cínovec / Zinnwald (Cinvald), Erzgebirge; Krusné Hory Mts, Saxony & Ústí Region (Bohemia; Böhmen; Boehmen), Germany & Czech Republic",Frondel & Wickman (1970),Frondel & Wickman (1970),Acanthite,1,,,50,44,0,13,46,0,"50.733333333333,13.766666666667"
MD ,,O,18,11.5,192071,"Apigania Bay, Tinos Island, Cyclade Islands (Cyclades; Kikladhes; Nomos Kikladhon), Kykládes Prefecture, Aegean Islands Department (Aiyaíon), Greece",192071,"Apigania Bay, Tinos Island, Cyclade Islands (Cyclades; Kikladhes; Nomos Kikladhon), Kykládes Prefecture, Aegean Islands Department (Aiyaíon), Greece",Tombros et al. (2008),Tombros et al. (2008),Acanthite,1,,,37,34,53,25,6,23,"37.581388888889,25.106388888889"
MD ,R,O,18,11.5,125386,"Panormos Bay, Tinos Island, Cyclade Islands (Cyclades; Kikladhes; Nomos Kikladhon), Kykládes Prefecture, Aegean Islands Department (Aiyaíon), Greece",192071,"Apigania Bay, Tinos Island, Cyclade Islands (Cyclades; Kikladhes; Nomos Kikladhon), Kykládes Prefecture, Aegean Islands Department (Aiyaíon), Greece",Tombros et al. (2008),Tombros et al. (2008),Acanthite,1,,,0,0,0,0,0,0,"0,0"
   ,,Y,20.2,3.6,14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,42,49,24,2,3,"37.713611111111,24.034166666667"
   ,R,Y,20.2,3.6,1942,"Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,42,59,24,1,5,"37.716388888889,24.018055555556"
   ,R,Y,20.2,3.6,14186,"Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,43,33,24,1,5,"37.725833333333,24.018055555556"
MD ,R,Y,20.2,3.6,1932,"Kamariza Mines (Kamareza Mines), Agios Konstantinos [St Constantine] (Kamariza), Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,43,24,24,0,44,"37.723333333333,24.012222222222"
   ,R,Y,20.2,3.6,14190,"Plaka, Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,45,48,24,1,36,"37.763333333333,24.026666666667"
   ,R,Y,20.2,3.6,14189,"Plaka Mines, Plaka, Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,45,32,24,1,52,"37.758888888889,24.031111111111"
MD ,R,Y,20.2,3.6,8008,"Adami No. 2 Mine & Others, Plaka Mines, Plaka, Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,45,37,24,1,46,"37.760277777778,24.029444444444"
MD ,R,Y,20.2,3.6,1935,"Plaka Mine No. 80 (Filoni 80), Plaka Mines, Plaka, Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,45,19,24,1,54,"37.755277777778,24.031666666667"
   ,R,Y,20.2,3.6,8087,"Sounion Area, Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,40,19,24,0,13,"37.671944444444,24.003611111111"
MD ,R,Y,20.2,3.6,10612,"Agrileza Mines, Sounion Area, Lavrion District Mines, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,0,0,0,0,0,0,"0,0"
   ,R,Y,20.2,3.6,8370,"Lavrion District Slag Localities, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,42,40,24,3,2,"37.711111111111,24.050555555556"
   ,R,Y,20.2,3.6,0,"Passa Limani Area, Lavrion District Slag Localities, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,40,37,24,3,5,"37.676944444444,24.051388888889"
MD ,R,Y,20.2,3.6,8376,"Passa Limani Cove Slag Locality (Pacha Limani Cove Slag Locality), Passa Limani Area, Lavrion District Slag Localities, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,40,37,24,3,6,"37.676944444444,24.051666666667"
   ,R,Y,20.2,3.6,146940,"Sounion Area, Lavrion District Slag Localities, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,39,37,23,59,28,"37.660277777778,23.991111111111"
MD ,R,Y,20.2,3.6,107987,"Legrena Cove Slag Locality (Legraina Cove), Sounion Area, Lavrion District Slag Localities, Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",14187,"Lavrion District (Laurion; Laurium), Attikí Prefecture (Attica; Attika), Greece",Liati et al. (2009),Liati et al. (2009),Acanthite,1,,,37,39,40,23,58,37,"37.661111111111,23.976944444444"
MD ,,,,,195476,"Kallianou Deposit, Évvia Island (Euboea; Évvoia), Évvoia Prefecture, Sterea Hellas Department, Greece",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,226163,"Mavrokoryfi Prospect, Alexandroupoli (Alexandroupolis), Évros Prefecture, Thraki Department (Thrace; Thracia), Greece",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,O,1160,1160,4302,"Ilímaussaq Complex, Narsaq, Kujalleq, Greenland",30754,"Kuannersuit Plateau (Kvanefjeld), Ilímaussaq Complex, Narsaq, Kujalleq, Greenland",Krumrei et al. (2006),Krumrei et al. (2006),Acanthite,1,,,60,56,14,-45,-55,-29,"60.937222222222,-45.924722222222"
   ,,O,1257,1037,51122,"Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland",51122,"Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland",Goodenough et al. (2000),Goodenough et al. (2000),Acanthite,1,,,61,12,22,-48,-10,-31,"61.206111111111,-48.175277777778"
MD ,R,O,1257,1037,1958,"Ivigtut Cryolite Deposit, Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland",51122,"Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland",Goodenough et al. (2000),Goodenough et al. (2000),Acanthite,1,,,61,12,22,-48,-10,-32,"61.206111111111,-48.175555555556"
MD ,,,,,209259,"Tegucigalpa, Distrito Central, Francisco Morazán Department, Honduras",,,,,Acanthite,1,,,14,1,59,-87,-5,-59,
MD ,,,,,68448,"El Mochito Mine, Santa Bárbara Department, Honduras",,,,,Acanthite,1,,,14,50,0,-88,-5,0,"14.833333333333,-88.083333333333"
   ,,O,65.5,2.6,1982,"Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",1982,"Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",Fügedi et al. (2010),Fügedi et al. (2010),Acanthite,1,,,48,22,59,20,37,59,"48.383055555556,20.633055555556"
MD ,R,O,65.5,2.6,66531,"Adolf Mine, Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",1982,"Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",Fügedi et al. (2010),Fügedi et al. (2010),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,O,65.5,2.6,9904,"Andrássy I. Mine, Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",1982,"Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",Fügedi et al. (2010),Fügedi et al. (2010),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,O,65.5,2.6,66561,"Andrássy II. Mine, Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",1982,"Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",Fügedi et al. (2010),Fügedi et al. (2010),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,O,65.5,2.6,9903,"Polyánka Mine, Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",1982,"Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",Fügedi et al. (2010),Fügedi et al. (2010),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,O,65.5,2.6,66563,"Vilmos Mine, Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",1982,"Rudabánya, Rudabányai Mts, Borsod-Abaúj-Zemplén Co., Hungary",Fügedi et al. (2010),Fügedi et al. (2010),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,67520,"Korom Hill, Füzérradvány, Zemplén Mts (Tokaj Mts), Borsod-Abaúj-Zemplén Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,67507,"Zsidótemet_, Legyesbénye, Zemplén Mts (Tokaj Mts), Borsod-Abaúj-Zemplén Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,64248,"Telkibánya, Zemplén Mts (Tokaj Mts), Borsod-Abaúj-Zemplén Co., Hungary",,,,,Acanthite,1,,,48,29,0,21,22,0,
MD ,,,,,27138,"Fehér Hill, Telkibánya, Zemplén Mts (Tokaj Mts), Borsod-Abaúj-Zemplén Co., Hungary",,,,,Acanthite,1,,,48,29,0,21,22,0,"48.483333333333,21.366666666667"
MD ,,,,,66883,"Gyepü Hill, Telkibánya, Zemplén Mts (Tokaj Mts), Borsod-Abaúj-Zemplén Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,66727,"Jó Hill, Telkibánya, Zemplén Mts (Tokaj Mts), Borsod-Abaúj-Zemplén Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,65990,"Kánya Hill, Telkibánya, Zemplén Mts (Tokaj Mts), Borsod-Abaúj-Zemplén Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,67605,"Lead Mine, Szabadbattyán, Szár Hill, Fejér Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,105885,"Sb Mineralisation, Meleg Hill, Lovasberény, Velencei Mts, Fejér Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,67919,"Bánvölgyf_ Valley, Nagyvisnyó, Bükk Mts, Heves Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,66891,"Üstökf_, Gyöngyössolymos, Mátra Mts, Heves Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,63998,"Szent Imre Mine, Mátraszentimre, Mátra Mts, Heves Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,27128,"Fehérkõ Hill, Parádfürd_, Mátra Mts, Heves Co., Hungary",,,,,Acanthite,1,,,47,55,0,20,4,0,"47.916666666667,20.066666666667"
MD ,,,,,66347,"Hegyes Hill, Parádfürd_, Mátra Mts, Heves Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,27130,"Nagy-Lápaf_ Area, Parádsasvár (Üveghuta), Mátra Mts, Heves Co., Hungary",,,,,Acanthite,1,,,47,55,0,19,59,0,
   ,,O,14,14,24872,"Börzsöny Mts, Pest Co., Hungary",24872,"Börzsöny Mts, Pest Co., Hungary",Singer et al. (2008),Singer et al. (2008),Acanthite,1,,,47,55,58,18,49,59,"47.932777777778,18.833055555556"
MD ,,,,,67544,"Nagyirtáspuszta, Márianosztra, Börzsöny Mts, Pest Co., Hungary",,,,,Acanthite,1,,,47,53,57,18,52,55,
MD ,,,,,106223,"Alsó-fagyosasszony Adit, Nagybörzsöny (Deutsch Pilsen; Deutschpilsen), Börzsöny Mts, Pest Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,27134,"Alsó-Rózsa Adit, Nagybörzsöny (Deutsch Pilsen; Deutschpilsen), Börzsöny Mts, Pest Co., Hungary",,,,,Acanthite,1,,,47,56,0,18,50,0,"47.933333333333,18.833333333333"
MD ,,,,,106222,"Istenáldás Adit, Nagybörzsöny (Deutsch Pilsen; Deutschpilsen), Börzsöny Mts, Pest Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,211653,"Rózsa-hill, Nagybörzsöny (Deutsch Pilsen; Deutschpilsen), Börzsöny Mts, Pest Co., Hungary",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,O,1800,1800,192173,"Rampura-Agucha Zn-(Pb) Deposit, Bhilwara District, Ajmer Division, Rajasthan (Rajputana), India",192173,"Rampura-Agucha Zn-(Pb) Deposit, Bhilwara District, Ajmer Division, Rajasthan (Rajputana), India",Taylor et al. (2009),Taylor et al. (2009),Acanthite,1,,,25,50,0,74,44,0,"25.833333333333,74.733333333333"
